id	text	label
8241	"그러니 내가 죽고 나면 찾도록 해라."""	2
8242	세 아들은 아버지가 한 말을 굳게 믿었어요.	0
8243	아버지가 죽고 나자 세 아들은 삽과 괭이를 들고 포도밭으로 갔습니다.	0
8244	그들은 몇 날 며칠 동안 포도밭을 샅샅이 파보았어요.	0
8245	하지만 보물은 나오지 않았어요.	2
8246	"""괜히 헛수고만 한 거야.”"	2
8247	"""아버지가 우리를 속인 거야!"""	2
8248	"""쳇, 차라리 낮잠이나 잘 걸 그랬어."""	2
8249	세 아들은 한 마디씩 하며 투덜거렸지요.	2
8250	어느덧 여름이 되었어요.	0
8251	그런데 이게 어떻게 된 일일까요!	0
8252	포도밭의 포도가 놀랄 만큼 많이 주렁주렁 열렸지 뭐예요.	1
8253	세 아들은 포도밭 모습을 보고 무척이나 기뻤어요.	1
8254	"""와, 포도가 엄청나게 많이 열렸다!"""	1
8255	"""어떻게 이리도 탐스럽고 커다랗게 열렸을까?"""	1
8256	그때 한 아들이 무릎을 탁 치며 말했습니다.	1
8257	"""아버지가 말씀하신 보물은 바로 이 포도밭이었어!"	1
8258	"우리가 열심히 포도밭을 팠기 때문에 포도가 이렇게 많이 열린 거라고."""	1
8259	그 후 세 아들 모두 훌륭한 농사꾼이 되었어요.	1
8260	어느 마을에 양치는 소년이 있었어요.	0
8261	양치는 소년은 항상 양들을 몰아 언덕으로 올라갔지요.	0
8262	소년은 사계절 내내 양들을 데리고 언덕으로 올라가 풀을 먹이고 내려왔어요.	0
8263	소년은 매일 똑같이 반복되는 생활이 차츰 지겨워지기 시작했어요.	2
8264	햇볕이 따사로운 어느 가을날이었어요.	0
8265	양치는 소년은 양을 지키다가 꾸벅꾸벅 졸고 있었지요.	0
8266	그러나 양들은 맛있는 풀들을 부지런히 뜯고 있었어요.	1
8267	한참을 졸던 소년은 잠에서 깨어났어요.	0
8268	"""어휴, 따분해!"	2
8269	나 혼자 양을 지키려니 너무 심심하네.	2
8270	"뭐 신나는 일이 없을까?"""	1
8271	소년은 갑자기 재미난 생각이 떠올랐어요.	1
8272	"그래, 마을 사람들을 골탕먹이는 거야.'"	2
8273	소년은 벌떡 일어나 마을을 향해 소리쳤습니다.	0
8274	"""늑대다!"	0
8275	늑대가 나타났어요!	2
8276	"늑대가 양들을 잡아먹고 있어요!"""	2
8277	소년이 외치는 소리에 논과 밭에서 일을 하던 마을 사람들은 모두 깜짝 놀랐지요.	0
8278	마을 사람들은 너나 할 것 없이 손에 농기구를 들고 늑대를 쫓아내려고 소년이 있는 언덕으로 허겁지겁 달려왔어요.	2
8279	"""그런데 늑대는 어디에 있니?"""	0
8280	마을 사람들이 언덕 위로 올라와 보니 늑대는 어디에도 없었어요.	2
8281	"""히히, 늑대는 없어요."	2
8282	"제가 심심해서 한 번 해 본 소리예요."""	2
8283	마을 사람들은 소년의 장난이 괘씸했지만 늑대가 없어서 다행이라고 생각했어요.	1
8284	"""얘야, 다시는 이런 장난을 하지 마라."""	2
8285	마을 사람들은 양치는 소년을 타이르고 마을로 돌아갔습니다.	2
8286	"""히히, 이거 생각보다 재미있는걸!"""	1
8287	소년은 생각할수록 거짓말로 마을 사람들을 골탕먹인 것이 재미있었어요.	1
8288	그리고 며칠이 지났습니다.	0
8289	양치는 소년은 또 심심해졌어요.	2
8290	"""뭐, 신나는 일 없나?"""	1
8291	소년은 며칠 전에 마을 사람들에게 늑대가 나타났다고 거짓말을 한 것이 떠올랐지요.	2
8292	"""다시 한 번 해 볼까?"""	0
8293	잠시 후 소년은 마을 어귀로 내려가 소리를 쳤어요.	0
8294	"""늑대가 나타났어요!"	0
8295	"도와주세요!"""	2
8296	이번에도 마을 사람들은 일을 하다말고 농기구나 막대기를 들고 언덕으로 올라왔어요.	0
8297	하지만 늑대는 보이지 않았지요.	2
8298	"""이 녀석, 또 거짓말을 했구나!"""	2
8299	"""다시 한 번 더 거짓말을 하면 정말 혼낼 테야!"""	2
8300	마을 사람들은 화를 내며 마을로 내려갔습니다.	2
8301	양치는 소년은 마을 사람들에게 조금은 미안했지만 그래도 거짓말을 하는 것은 무척 재미있는 일이라고 생각했어요.	1
8302	그러던 어느 날이었어요.	0
8303	이번엔 정말 늑대가 나타났지요!	2
8304	굶주린 늑대는 언덕에 있는 양들을 잡아먹으려고 달려들기 시작했어요.	2
8305	겁에 질린 소년은 마을 사람들을 향해 큰소리로 외쳤습니다.	2
8306	"""늑대예요."	2
8307	진짜로 늑대가 나타났어요!	2
8308	늑대가 양을 잡아먹어요.	2
8309	"빨리 도와주세요!"""	2
8310	그러나 마을 사람들은 소년이 또 거짓말을 한다고 생각하여 아무도 들은 체하지 않았어요.	2
8311	"""흥, 저 녀석이 또 거짓말을 하는군!"""	2
8312	마을 사람들은 하던 일을 계속하였지요.	0
8313	그 사이 굶주린 늑대는 양들을 닥치는 대로 잡아먹었답니다.	2
8314	어느 마을에 게으름뱅이 당나귀가 있었어요.	2
8315	당나귀는 무거운 짐을 나르는 것이 너무나 싫었습니다.	2
8316	그러던 어느 날 소금을 등에 지고 냇가의 돌다리를 건너가게 되었지요.	0
8317	당나귀는 실수로 그만 물에 빠지고 말았어요.	2
8318	"어, 이상하다. 물속에 빠지고 나니까 등의 짐이 점점 가벼워지네!'"	1
8319	당나귀는 고개를 갸우뚱거렸어요.	0
8320	그건 바로 소금이 물에 녹았기 때문이지요.	0
8321	그러자 당나귀는 일부러 몇 번 더 물속에 빠지기를 반복했어요.	2
8322	등에 실은 소금은 더욱더 가벼워졌지요.	0
8323	당나귀는 무척 기뻤습니다.	1
8324	다음날에도 당나귀는 소금을 날랐어요.	0
8325	이번에도 당나귀는 냇가에 오자마자 일부러 물속으로 넘어졌지요.	2
8326	그러자 등에 실은 소금이 훨씬 가벼워졌습니다.	1
8327	"히히, 또 가벼워졌네!'"	1
8328	당나귀는 신이 나서 일부러 자꾸만 넘어졌습니다.	1
8329	그러자 주인은 당나귀가 냇가에만 오면 넘어지는 것이 이상했어요.	2
8330	왜 같은 곳에서 자꾸 넘어질까?'	2
8331	주인은 곧 당나귀가 일부러 냇가에서 넘어진다는 것을 눈치채게 되었지요.	2
8332	주인은 당나귀의 이런 못된 버릇을 고쳐 주어야겠다고 마음먹었어요.	2
8333	이 녀석의 나쁜 버릇을 어떻게 고쳐준담?	2
8334	옳지!	1
8335	좋은 생각이 떠올랐다!'	1
8336	당나귀 주인은 혼자서 빙그레 웃었습니다.	1
8337	"다음 날이 되자, 주인은 당나귀 등에 소금 대신 솜을 가득 실었어요."	0
8338	그리고 길을 가던 도중 냇가에 도착하자 이번에도 당나귀는 물속으로 넘어졌지요.	2
8339	그런데 이상하게도 등의 짐이 더 무거웠어요.	2
8340	당나귀는 다시 한 번 넘어졌지요.	2
8341	그러나 짐은 더욱더 무거워지기만 했어요.	2
8342	"어, 이상하다!'"	2
8343	솜이 물에 젖을수록 더 무거워졌기 때문이지요.	2
8344	결국 꾀를 부리던 당나귀는 어쩔 수 없이 더욱더 무거워진 솜을 지고 길을 갔습니다.	2
8345	"뜨거운 햇볕이 쨍쨍 내리쬐는 여름날, 개미들이 땀을 뻘뻘 흘리며 부지런히 일을 하고 있었어요."	2
8346	그때 시원한 나무 그늘 아래에서 노래를 부르던 베짱이가 개미들에게 말했어요.	1
8347	"""어이, 개미 친구들!"	0
8348	"이렇게 더운데 일을 하다니, 너무 미련한걸!"	2
8349	"이럴 땐 나처럼 즐겁게 놀아야 돼!"""	1
8350	베짱이는 개미들을 비웃으면서 목청껏 소리 높여 노래를 부르며 즐겁게 놀았습니다.	1
8351	어느덧 추운 겨울이 되었어요.	0
8352	개미들은 따듯한 방에서 여름 내내 일해 모은 양식들을 먹으며 편히 지내고 있었지요.	2
8353	이때 추위와 굶주림에 견디다 못한 베짱이가 개미의 집 문을 두드렸어요.	2
8354	"""개미님, 개미님, 제발 먹을 것 좀 나눠 주세요!"""	0
8355	문을 열고 나온 개미는 베짱이에게 말했어요.	0
8356	"""음식은 드리지요."	0
8357	"그러니 다음 여름부터는 놀지 말고 당신도 열심히 일을 하세요."""	1
8358	베짱이는 지난여름에 일은 하지 않고 놀고 지낸 것을 크게 후회했답니다.	2
8359	어느 날 당나귀가 사자의 털가죽을 쓰고 여러 동물들 앞에 나타났습니다.	0
8360	"""어머나, 사자다!"""	0
8361	놀란 토끼와 쥐가 재빠르게 달아났어요.	2
8362	당나귀는 도망가는 토끼와 쥐를 보며 자신이 사자인 양 괜히 우풀해졌지요.	1
8363	이번에는 낮잠을 자는 여우에게 갔어요.	0
8364	그러고는 사자의 털가죽을 쓰고 몸을 움직이며 사자 소리를 흉내냈습니다.	0
8365	"""히이이힝!"""	0
8366	하지만 낮잠을 자던 여우는 조금도 놀라지 않고 가만히 있지 뭐예요.	0
8367	그러자 당나귀는 다시 한 번 사자의 무서운 몸짓을 흉내내며 여우에게 사자 소리를 냈어요.	2
8368	"""히히힝!"""	0
8369	그때 눈을 뜬 여우가 당나귀를 비웃으며 이렇게 말했습니다.	2
8370	"""야, 어리석은 당나귀야!"	2
8371	"남을 속이려면 겉만 똑같이 하지 말고 목소리까지 똑같게 해야지!"""	2
8372	여우는 다시 눈을 감고는 잠을 청했답니다.	0
8373	어느 날 수탉 두 마리가 서로 심하게 싸웠습니다.	2
8374	수탉들은 서로 부리를 쪼아대며 상대를 공격했지요.	2
8375	"""이번엔 가만두지 않겠다!"""	2
8376	붉은 수탉은 검은 수탉의 목을 강하게 쪼았어요.	2
8377	"""좋아, 나도 참지 않겠어!"""	2
8378	검은 수탉도 질세라 붉은 수탉을 공격했습니다.	2
8379	마침내 붉은 수탉의 승리로 싸움이 끝났어요.	2
8380	싸움에 진 검은 수탉은 헛간 구석으로 얼른 도망을 쳤지요.	2
8381	싸움을 이긴 붉은 수탉은 신이 나서 헛간의 나무 담장 위로 올라갔어요.	1
8382	"""꼬꼬댁 꼬꼬!"""	0
8383	붉은 수탉은 자신이 싸움에 이겼다고 뽐내듯이 크게 소리쳤습니다.	1
8384	그때였어요.	0
8385	마침 먹이를 찾고 있던 독수리가 붉은 수탉을 보고 잽싸게 채어 날아가 버렸답니다.	0
8386	하루는 새들만 사는 마을에서 산신령이 모든 새들을 불러놓고 말했어요.	0
8387	"""며칠 후에 가장 아름답고 예쁜 새를 뽑아 새들 나라의 왕으로 삼으려고 한다."""	1
8388	새들은 모두 자신이 왕이 될 것이라며 기뻐하였어요.	1
8389	깃털이 까만 까마귀도 새들 나라의 왕이 되고 싶었지요.	2
8390	그래서 자신의 까만 깃털을 냇물에 씻어 보았어요.	0
8391	"""이런, 아무리 닦아도 하얗게 되지 않네!"""	2
8392	그러다가 까마귀는 한 가지 좋은 꾀를 생각해 냈지요.	1
8393	"""다른 모든 새들의 깃털을 모아 내 몸에 꽂아보자!"""	0
8394	까마귀는 숲 속으로 날아가 새들의 예쁜 깃털을 주워 모아 모두 몸에 꽂았습니다.	1
8395	그러자 까마귀는 자신이 정말 아름다워 보였어요.	1
8396	"""나보다 아름다운 새는 없을걸!"""	1
8397	까마귀는 우쭐해졌습니다.	0
8398	드디어 산신령이 말한 새들 나라의 왕을 뽑는 날이 되었습니다.	0
8399	곱게 단장하고 멋을 낸 새들이 산신령 앞에 모두 모였어요.	1
8400	산신령이 새들을 둘러보다가 가장 눈에 띄는 까마귀에게 물었지요.	0
8401	"""너는 누구지?"""	0
8402	"""저는 까마귀입니다."""	0
8403	"""오, 네가 가장 아름답구나."	1
8404	"너를 새들 나라의 왕으로 삼겠다!"""	1
8405	까마귀는 너무나 기뻤습니다.	1
8406	너무 기쁜 나머지 까마귀는 여러 새들 앞에서 자신의 모습을 뽐내며 걸었어요.	1
8407	그리고 더 우쭐대느라 그만 날개를 움직였지요.	0
8408	그러자 몸에 꽂았던 깃털들이 하나둘씩 떨어지는 것이 아니겠어요!	2
8409	"""뭐야, 저건 내 깃털이잖아!"	0
8410	"우리를 속이다니!"""	2
8411	새들은 약속이나 한 듯이 까마귀에게 달려와 자신들의 깃털을 모두 뽑아냈답니다.	2
8412	영국의 한 시골 마을에 할머니와 할아버지가 살고 있었어요.	0
8413	그런데 할아버지는 아주 심한 게으름뱅이였지요.	2
8414	하루 종일 흔들의자에서 잠만 잤으니까요.	0
8415	그래서 할머니와 할아버지는 가난하게 살았답니다.	2
8416	할머니는 그런 할아버지에게 매일 잔소리를 했어요.	2
8417	"""영감, 그렇게 먹고 잠만 잘 거예요?"""	0
8418	"""어이쿠, 깜짝이야!"""	0
8419	할아버지는 항상 졸다가 할머니의 잔소리에 잠이 깼지요.	2
8420	할머니의 잔소리는 이른 아침부터 시작하여 저녁때까지 계속되었답니다.	2
8421	어느 날 아침 청소를 하려던 할머니는 화가 났습니다.	2
8422	할아버지가 여전히 흔들의자에 앉아 자고 있었거든요.	0
8423	"""영감!"	0
8424	"어서 밭을 갈아야지요!"""	0
8425	"""에잇, 귀찮아!"""	2
8426	할머니의 고함 소리에 할아버지는 투덜대며 밖으로 나갔어요.	2
8427	"""저놈의 할멈은 무슨 잔소리가 저리도 많담."""	2
8428	햇볕이 비치자 할아버지는 벙거지 모자를 더욱 깊숙이 내려 쓰며 투덜거렸지요.	2
8429	그러고는 집 앞 잔디에 벌러덩 누웠어요.	0
8430	"""어이쿠, 망할 영감!"	2
8431	"어서 일어나지 못해요!"""	0
8432	"""시끄러워서 잠을 잘 수가 있나!"""	2
8433	막 잠이 들려던 할아버지는 할머니의 고함 소리에 놀라 일어났어요.	2
8434	"""어서 밭에 나가 일해요!"""	0
8435	"""그러지 말고 돈 좀 주구려."	0
8436	"술이 먹고 싶어서 그래."""	0
8437	그러자 할머니는 더욱 화를 냈어요.	2
8438	"""게으름뱅이 영감 같으니라고!"	2
8439	"어서 썩 나가요!"""	2
8440	할머니는 빗자루를 휘두르며 할아버지를 쫓아냈어요.	2
8441	"""에잇, 젠장!"	2
8442	"저놈의 잔소리 좀 안 들을 수 없나."""	2
8443	할머니의 잔소리에 할아버지도 투덜거렸습니다.	2
8444	할아버지는 할머니가 보이지 않는 곳을 찾아 걷다가 숲 속에 다다랐어요.	0
8445	"""히히, 여기서 쉬면 할멈이 못 찾겠지!"""	0
8446	할아버지는 편히 누워 잘 만한 곳을 찾기 위해 숲속 이곳저곳을 두리번거렸어요.	0
8447	그러던 중 커다란 떡갈나무 한 그루를 발견했어요.	1
8448	"""옳지, 저기서 쉬면 되겠다!"""	1
8449	할아버지는 떡갈나무 아래에 모자를 벗어 놓았어요.	0
8450	그러고는 머리에 베고 잘 만한 것을 찾았지요.	0
8451	그때였습니다.	0
8452	"""거기 누구 없어요?"	0
8453	"저 좀 도와주세요!"""	2
8454	어디선가 가냘픈 여자의 목소리가 들렸어요.	0
8455	할아버지는 주위를 빙빙 둘러보았어요.	2
8456	하지만 소리가 나는 곳을 찾을 수 없었어요.	0
8457	"""여기예요, 여기!"	0
8458	"저좀 구해 주세요!"""	2
8459	할아버지는 소리가 들리는 곳을 찾아 주위를 살폈어요.	0
8460	"""떡갈나무 아래에서 들리는 것 같은데......”"	0
8461	할아버지는 조심스럽게 떡갈나무 아래를 보았어요.	0
8462	떡갈나무 아래쪽에 있는 웅덩이에 마차와 함께 요정이 풍덩 빠져 있지 뭐예요.	2
8463	"""어푸, 저 좀 살려 주세요."""	2
8464	요정은 웅덩이 안에서 허우적거리고 있었어요.	2
8465	"""마차가 웅덩이에 빠졌어요."	2
8466	"저 좀 구해 주세요!"""	2
8467	"""아니, 이렇게 작은 사람이 있다니!"""	0
8468	할아버지는 무척 신기해했지요.	1
8469	"""사람이 아니고 요정인가?"""	1
8470	할아버지는 요정을 찬찬히 훑어 보았어요.	1
8471	"""제 몸이 점점 물속으로 빠져들고 있어요."	2
8472	"어서 도와주세요!"""	2
8473	요정이 지친 듯한 목소리로 말했어요.	2
8474	할아버지는 요정과 마차를 건져 내어 평평한 곳에 살며시 내려놓았습니다.	0
8475	"""정말 고맙습니다!"	1
8476	"여기서 꼼짝없이 죽는 줄 알았어요."""	2
8477	요정은 머리 숙여 인사를 했어요.	1
8478	"""저를 구해 주셨으니 그 보답으로 세 가지 소원을 들어 드리겠어요."	1
8479	"하지만 할머니가 소원을 말하셔야 됩니다"""	0
8480	요정은 이렇게 말하고는 마차를 타고 하늘로 사라졌어요.	0
8481	할아버지는 어리둥절해했어요.	0
8482	"""세 가지 소원이라고?"""	0
8483	할아버지는 할머니의 소원을 들어주고 싶었어요.	1
8484	그래서 얼른 집으로 돌아갔지요.	0
8485	"""할멈, 어디 있소?"""	0
8486	할아버지가 문을 열며 외쳤어요.	0
8487	하지만 할머니는 아직도 화가 나 있었어요.	2
8488	"""밭을 갈라니까 지금이 몇 시인데 벌써 들어오는 거예요?"""	0
8489	"""지금 그게 중요한 게 아니오."	0
8490	"내가 밭으로 가던 길에 숲속 웅덩이에 빠진 요정을 구해 주었더니 그 보답으로 할멈이 세 가지 소원을 말하면 들어준다고 했소."""	1
8491	할아버지는 숲 속에서 일어난 일들을 할머니에게 말했지요.	0
8492	그러나 할머니는 할아버지의 말을 믿지 않았어요.	2
8493	"""흥, 또 어디서 개꿈이라도 꾼 것이군요."	2
8494	"그런 엉터리 이야기 일랑 집어치워요!"""	2
8495	할아버지는 할머니를 달래기 시작했어요.	0
8496	"""할멈, 그러지 말고 소원을 말해 보구려."""	1
8497	"""흥, 당신이나 말해요!"""	0
8498	할머니는 여전히 할아버지의 말을 믿지 않았어요.	2
8499	"""소원이 많기는 하지만 지금 당장에는 맛있는 소시지가 잔뜩 있었으면 좋겠어요."""	1
8500	그러자 순식간에 먹음직스런 소시지가 식탁 위에 잔뜩 쌓였어요.	1
8501	"""어허, 그것 봐요!"	0
8502	"이제야 내 말을 믿겠소?"""	0
8503	으쓱해진 할아버지가 소시지를 먹으며 말했어요.	1
8504	할머니와 할아버지는 어떤 소원이 좋을지 곰곰이 생각했어요.	0
8505	한참을 고민하던 할머니가 말했어요.	0
8506	"""영감, 우리 둘 다 젊어지면 어떨까요?"""	0
8507	"""난 일을 해야 하기 때문에 그건 싫구려!"""	2
8508	할아버지는 할머니의 말에 반대했어요.	2
8509	할아버지의 말에 할머니는 화가 났습니다.	2
8510	"""일하기 싫어하는 건 여전하구먼!"	2
8511	"에잇, 코에 소시지나 확 붙어 버려라!"""	0
8512	화가 난 할머니는 무심코 말을 던졌어요.	2
8513	그러자 식탁 위에 있던 소시지가 할아버지의 코에 착 달라붙었어요.	0
8514	할머니는 놀라 얼른 입을 막았어요.	0
8515	그러나 이미 때는 늦었어요.	2
8516	할아버지의 코에 달라붙은 소시지는 할아버지가 움직일 때마다 계속 따라다녔어요.	0
8517	"""어이구, 망할 놈의 할멈!"""	2
8518	"""이크, 이를 어째!"""	2
8519	할머니도 당황스럽기는 마찬가지였어요.	2
8520	할아버지는 소시지를 떼어 내려고 집 안을 빙빙 돌았어요.	0
8521	그러나 소시지는 코에서 떨어지지 않았어요.	0
8522	손으로 소시지를 잡아당겨 보았어요.	0
8523	하지만 그럴수록 코는 아프기만 했답니다.	2
8524	이제 할아버지는 어쩔 수 없이 코에 소시지를 붙인 채 다녀야만 했어요.	0
8525	"""할멈, 제발 소시지가 떨어지게 해 달라고 해 봐요!"""	2
8526	"""흥, 어림없어요!"""	2
8527	할머니는 할아버지의 말을 들어주지 않았어요.	2
8528	할머니와 말씨름을 하다 지친 할아버지는 침대에 가서 잠을 청했답니다.	2
8529	할머니도 마지막 소원으로 무엇을 말할까 생각하다 잠이 들었지요.	0
8530	얼마나 시간이 흘렀을까요?	0
8531	소시지 냄새를 맡은 들쥐들이 방 안으로 들어왔어요!	0
8532	"""와, 진짜 맛있겠다!"""	1
8533	"""신난다, 이게 웬 소시지냐!"""	1
8534	들쥐들은 신이 나서 소시지를 마구 값아먹기 시작했어요.	1
8535	한참 동안 소시지를 맛있게 먹던 들쥐들은 소시지를 옮기기로 했어요.	1
8536	들쥐들의 집이 있는 큰 나무 밑으로 말이에요.	0
8537	그곳에서는 몇 십 마리나 되는 들쥐 새끼들이 자라고 있었거든요.	0
8538	그리하여 할아버지 집에서 들쥐의 집까지 길다란 소시지 행렬이 이어졌습니다.	0
8539	"""소시지가 많으니까 얼른 서둘러야 해!"""	0
8540	"""영차!"	0
8541	"영차!"""	0
8542	나무와 풀들은 들쥐들이 할아버지의 집에서 소시지를 가지고 나오자 깜짝 놀랐어요.	0
8543	"""와, 근사한 먹이다!"""	1
8544	들쥐 새끼들은 소시지를 보자 신이 나서 외쳤어요.	1
8545	그러고는 허겁지겁 소시지를 먹기 시작했지요.	2
8546	"""냠냠, 쩝쩝! 아이 맛있어!"""	1
8547	들쥐 새끼들은 정신없이 먹었습니다.	0
8548	그때 할아버지가 벌떡 일어나 소리를 질렀어요.	2
8549	"""아얏, 사람 살려!"""	2
8550	할아버지의 고함 소리에 할머니도 놀라 깼어요.	2
8551	"""누가 내 코를 갉아먹었소."	2
8552	"할멈, 어서 소시지가 떨어지게 해 달라고 소원을 빌어요!"""	0
8553	할아버지가 울며 아파하는 모습을 보자 할머니는 엉겁결에 소원을 말했어요.	2
8554	"""휴, 저놈의 소시지가 떨어졌으면 좋겠네."""	0
8555	그러자 소시지가 순식간에 떨어져 할아버지의 코는 전처럼 다시 가벼워졌어요.	1
8556	"""어휴, 살았다!"	1
8557	"할멈, 고마워요!"""	1
8558	할머니는 그제야 정신이 번쩍 들었어요.	0
8559	"""결국 세 가지 소원은 소시지 조금 먹는 걸로 끝났네."""	2
8560	할머니는 무척 아쉬워했어요.	2
8561	다음 날이었어요.	0
8562	어제까지만 해도 일을 하기 싫어하던 할아버지가 밖으로 일을 하러 나갔어요.	2
8563	"할아버지는 밭에 나가 채소와 밀농사를 짓고, 닭과 소도 키웠어요."	0
8564	"""영감, 좀 쉬었다 하세요!"""	0
8565	열심히 일을 하는 할아버지를 보며 할머니는 무척 행복해했습니다.	1
8566	어느 시골 마을에 어머니와 소년이 살고 있었습니다.	0
8567	그 소년의 이름은 잭이었어요.	0
8568	오래 전에 아버지가 돌아가셔서 잭의 집안은 가난했지요.	2
8569	그래서 잭의 집에는 소 한 마리와 몇 마리의 동물이 전부였어요.	2
8570	그렇다 보니 잭의 어머니는 항상 먹고 살 걱정으로 한숨을 푹푹 쉬었지요.	2
8571	어느 날 어머니는 무언가 결심한 듯한 표정으로 잭에게 말했어요.	1
8572	"잭, 내 대신 네가 시장에 가서 소를 팔아 오너라."	0
8573	"내가 가야 하는데 몸이 아파 어쩔 수 없구나."""	2
8574	걱정 마세요. 제가 소를 비싸게 팔아올게요.	1
8575	잭은 곧장 외양간으로 가서 소를 끌고 나왔어요.	0
8576	조심해서 어서 다녀오너라.”	0
8577	"네, 어머니!"	1
8578	잭은 소를 끌고 시장으로 길을 떠났습니다.	0
8579	잭은 시장으로 가는 도중에 한 할머니를 만나게 되었습니다.	0
8580	"얘야, 소를 끌고 어디에 가니?"	0
8581	할머니가 잭에게 다가오더니 물었어요.	0
8582	시장에 가서 소를 팔려고 해요.	0
8583	그러면 이 요술 콩과 소를 바꾸기로 하자.	1
8584	"어때?"""	1
8585	할머니는 웃으며 주머니에서 콩을 꺼냈습니다.	1
8586	콩 한 개와 소 한 마리를 바꾼다고요?	2
8587	"얘야, 이 콩은 요술 콩이란다."	1
8588	"이 요술 콩을 가지고 있으면 부자가 되고 아주 행복해질 거야."""	1
8589	"할머니, 그 말이 정말이에요?"	0
8590	잭은 부자가 될 수 있다는 말에 소를 요술 콩과 바꾸었어요.	1
8591	그러고는 곧바로 집으로 돌아왔습니다.	0
8592	"어머니, 소를 이 요술 콩과 바꾸었어요.”"	0
8593	뭐라고?	0
8594	"콩이라고?"""	0
8595	어머니는 잭을 한심스럽게 바라보며 말했습니다.	2
8596	네가 그런 어리석은 아이인 줄 몰랐구나.	2
8597	"이런 콩 따위는 필요없어!"""	2
8598	어머니는 콩을 창문 밖으로 획 던져 버렸습니다.	2
8599	그러나 잭은 그 콩이 정말 요술 콩이라고 믿었어요.	1
8600	할머니가 그 콩은 요술 콩이어서 부자가 된다고 했는데.…	1
8601	하지만 어머니는 여전히 잭의 말을 믿지 않았어요.	2
8602	"이튿날 아침, 잠에서 깨어난 잭은 깜짝 놀랐습니다."	0
8603	창밖으로 커다란 콩잎들이 보였어요.	0
8604	밤사이에 요술 콩이 자라 굵은 콩 넝쿨이 우뚝 서 있었지요.	1
8605	얼마나 굵은지 넝쿨이라기보다는 나무와 같았어요.	0
8606	"와, 굉장하구나!"	1
8607	"그 콩은 역시 요술 콩이었어."""	1
8608	콩나무는 하늘 꼭대기에 닿아 있는 듯했지요.	0
8609	어머니도 콩 넝쿨을 보고는 깜짝 놀랐어요.	0
8610	"어머니, 콩나무 끝에 무엇이 있는지 제가 한번 올라가 보겠어요."	0
8611	틀림 없이 무엇인가 있을 거예요.'	1
8612	잭은 요술 콩이 자란 것이기에 꼭대기에 무엇이 있는지 궁금했어요.	0
8613	이윽고 잭은 콩나무줄기를 타고 조금씩 올라가기 시작했습니다.	0
8614	"얘야, 조심해라!"	2
8615	"떨어지면 큰일 난다!"""	2
8616	어머니는 잭이 콩나무줄기를 타고 가는 모습을 보며 떨어질까 불안해하였어요.	2
8617	한참 동안 콩나무를 오르던 잭은 아래를 내려다보았습니다.	0
8618	땅위에 있는 집과 나무들이 콩알만 하게 보였어요.	0
8619	잭은 아찔한 기분이 들었습니다.	2
8620	이렇게 높이 올라왔는데도 더 올라가야 하다니.	2
8621	정말 콩나무가 하늘에 닿아 있나 보구나!'	0
8622	콩나무는 구름을 뚫고 위로 끝없이 뻗어 있었지요.	0
8623	"자, 힘을 내어 계속 올라가자.'"	1
8624	그때였어요.	0
8625	누군가가 잭을 불렀습니다.	0
8626	"잭, 힘내세요!"	1
8627	"힘내서 어서 올라가세요."""	1
8628	누… 누구지?	0
8629	소리나는 곳을 살펴보니 위에서 귀여운 요정이 잭을 내려다 보고 있었습니다.	1
8630	잭은 용감한 아이군요.	1
8631	"꼭 무언가 이룰 거예요."""	1
8632	요정은 그 말을 남기고 사라졌습니다.	0
8633	"그래, 끝까지 올라가 보는 거야!'"	1
8634	잭은 다시 한 번 굳게 결심하였어요.	1
8635	그러고는 힘차게 콩나무를 올라갔지요.	1
8636	마침내 잭은 콩나무의 끝까지 올라왔습니다.	1
8637	그런데 그곳에는 구름 사이로 기다랗게 돌계단이 놓여 있었어요.	0
8638	돌계단 끝에는 크고 아름다운 성이 보였습니다.	1
8639	무슨 성이 저렇게 크고 아름다울까?	1
8640	"대체 저 성에는 누가 살고 있을까?"""	0
8641	잭은 무척이나 궁금했어요.	0
8642	그래서 일단 성으로 가보기로 했지요.	0
8643	잭은 구름 사이로 난 긴 돌계단을 지나 성 입구에 도착했어요.	0
8644	잭은 혼자 성에 들어가려니 겁이 덜컥 났습니다.	2
8645	하지만 잭은 용기를 내어 성문을 열고 안으로 들어갔습니다.	1
8646	성 안은 무척 넓고 아름답게 꾸며져 있었어요.	1
8647	그리고 성 안에 있는 물건들은 모두 무지무지하게 컸습니다.	0
8648	"커다란 화분에는 큰 꽃들이 심어져 있었고, 누가 쓰는지는 몰라도 커다란 식탁과 의자도 있었지요."	0
8649	큰 식탁 위에는 커다란 접시와 양념통들이 있었어요.	0
8650	촛대에 꽂혀 있는 촛불조차도 잭만큼 컸답니다.	0
8651	그런데 그때 어떤 여자가 안으로 들어오며 소리쳤어요.	2
8652	"아니, 어린아이잖아!"	0
8653	누구세요?	0
8654	"여기에 사는 주인이세요?"""	0
8655	잭도 놀라 여자에게 물었어요.	0
8656	난 거인에게 잡혀와 거인의 아내가 된 사람이란다.	2
8657	그런데 너는 어떻게 여기 왔니?	0
8658	"여기 오면 큰일 나!"""	2
8659	무슨 큰일이 나는데요?	0
8660	거인 남편이 너를 보면 당장 잡아먹을 거야.	2
